track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
In Dreams,M_o_d_e_s,tomemitsu,2013-04-30,245613,40,0.468,0.862,0.468,0.414,0.0001,0.115,-12.209,0.0334,0.497,171.869,4,Sad
What Do You Want,Haunts,German Error Message,2014-12-02,152380,39,0.555,0.856,0.555,0.509,0.674,0.119,-12.298,0.0552,0.266,126.37,4,Sad
Heavy Water/I'd Rather Be Sleeping,Dragging A Dead Deer Up A Hill,Grouper,2008,173026,0,0.455,0.918,0.455,0.296,0.924,0.116,-14.201,0.0292,0.0511,106.045,4,Sad
Pepsi/Coke Suicide,Holo Pleasures / California Dreamin',Elvis Depressedly,2016-06-03,153095,0,0.39,0.742,0.39,0.419,0.937,0.143,-9.049,0.0302,0.318,79.807,4,Sad
i was all over her,melanchole,salvia palth,2013-01-01,161462,77,0.529,0.788,0.529,0.353,0.853,0.116,-12.835,0.0292,0.0601,104.557,4,Sad
Weird Hardcore,A Little Night Music,Jonathan Bree,2015-10-23,231712,24,0.542,0.00688,0.542,0.712,0.662,0.163,-7.303,0.0331,0.297,148.085,4,Sad
Life Like Weeds,The Moon & Antarctica,Modest Mouse,2000,390800,0,0.473,0.086,0.473,0.541,0.223,0.375,-8.43,0.0266,0.123,128.297,4,Sad
Sylvia,Hospice,The Antlers,2009-06-23,327106,41,0.353,0.622,0.353,0.754,0.799,0.297,-8.063,0.0505,0.232,109.949,4,Sad
Racehorse: Get Married!,Divorce Lawyers I Shaved My Head,Jordaan Mason & The Horse Museum,2009-06-06,381213,36,0.508,0.627,0.508,0.275,0.0,0.109,-8.511,0.0413,0.223,118.17,4,Sad
Sowilo Rune,The White EP,Agalloch,2008-02-27,340146,22,0.208,0.376,0.208,0.379,0.354,0.178,-9.63,0.0362,0.0482,70.681,3,Sad
Warmth of You,Below the House,Planning For Burial,2017-03-10,213426,40,0.447,2.25e-05,0.447,0.711,0.788,0.113,-6.514,0.0288,0.162,105.27,4,Sad
Bloodhail,Deathconsciousness,Have A Nice Life,2008-01-01,338000,61,0.182,0.0332,0.182,0.607,0.00786,0.166,-9.543,0.0349,0.41,75.562,3,Sad
Don't Wake Me Up,Future Songs,Cranes,2002-01-07,208706,0,0.647,0.635,0.647,0.245,0.825,0.112,-18.288,0.0268,0.213,145.044,4,Sad
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,91,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,4,Sad
Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,82,0.681,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,0.476,91.873,4,Sad
Say Something,Is There Anybody Out There?,A Great Big World,2014-01-20,229400,78,0.407,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,0.0765,141.284,3,Sad
Love The Way You Lie,Recovery,Eminem,2010-06-18,263373,2,0.746,0.246,0.746,0.922,0.0,0.515,-5.014,0.236,0.638,86.961,4,Sad
Let It Go,Chaos And The Calm,James Bay,2015-03-20,260533,75,0.536,0.82,0.536,0.311,1.65e-05,0.107,-10.396,0.0288,0.246,147.486,4,Sad
Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,87,0.358,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,0.494,85.043,4,Sad
Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,83,0.418,0.588,0.418,0.42,6.39e-05,0.11,-6.444,0.0414,0.184,84.094,4,Sad
Let Her Go,All The Little Lights,Passenger,2012-11-05,252866,76,0.509,0.385,0.509,0.538,0.0,0.104,-7.335,0.0572,0.244,75.089,4,Sad
Leave a Light On,What a Time To Be Alive,Tom Walker,2019-03-01,185863,68,0.585,0.0146,0.585,0.625,1.8e-06,0.131,-5.94,0.109,0.28,68.68,4,Sad
It's You,YOU,Ali Gatie,2019-11-08,212606,85,0.732,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,0.397,95.971,4,Sad
Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,83,0.445,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,0.131,122.769,4,Sad
The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,82,0.544,0.969,0.544,0.369,0.279,0.639,-9.514,0.038,0.102,87.01,3,Sad
Slow Dancing in the Rain at the End of the World,The Great Alone,Jack Be,2018-12-07,249280,40,0.292,0.825,0.292,0.496,0.417,0.123,-7.438,0.0306,0.128,106.959,3,Sad
Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,85,0.652,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,0.483,150.073,4,Sad
Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,84,0.681,0.837,0.681,0.174,3.35e-05,0.0983,-8.745,0.0315,0.231,112.672,4,Sad
Let You Down,Perception,NF,2017-10-06,212120,84,0.662,0.312,0.662,0.714,0.0,0.179,-5.68,0.121,0.464,147.997,4,Sad
Unsteady,VHS,X Ambassadors,2015-06-30,193546,78,0.389,0.178,0.389,0.665,0.000732,0.116,-6.169,0.0644,0.199,117.055,4,Sad
SAD!,?,XXXTENTACION,2018-03-16,166605,87,0.74,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,0.473,75.023,4,Sad
Beauty Hurts,The Great Alone,Jack Be,2018-12-07,237340,42,0.67,0.614,0.67,0.579,0.0137,0.144,-7.678,0.0698,0.503,90.064,4,Sad
A Thousand Years,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,285120,69,0.421,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,0.161,139.028,3,Sad
In My Head,In My Head,Peter Manos,2018-05-24,214533,70,0.499,0.745,0.499,0.181,0.00123,0.106,-15.359,0.0429,0.0747,111.956,4,Sad
Lose You To Love Me,Rare,Selena Gomez,2020-01-10,206458,85,0.488,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,0.0978,102.819,4,Sad
7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,81,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,0.34,119.992,4,Sad
How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,83,0.64,0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,0.361,122.035,4,Sad
Way down We Go,A/B,KALEO,2016-06-10,213706,82,0.489,0.579,0.489,0.505,0.000333,0.104,-8.022,0.117,0.337,163.255,4,Sad
Old Friend,Old Friend,Jack Be,2020-01-24,214500,0,0.229,0.522,0.229,0.538,0.122,0.144,-7.085,0.0327,0.518,171.729,4,Sad
Rolling in the Deep,21,Adele,2011-01-19,228093,33,0.73,0.138,0.73,0.77,0.0,0.0473,-5.114,0.0298,0.507,104.948,4,Sad
All I Want,In A Perfect World,Kodaline,2013-10-08,305746,1,0.209,0.172,0.209,0.412,0.15,0.0843,-9.733,0.0443,0.162,86.26,3,Sad
Take Me To Church,Hozier,Hozier,2014-07-20,241688,85,0.566,0.634,0.566,0.664,0.0,0.116,-5.303,0.0464,0.437,128.945,4,Sad
The A Team,+,Ed Sheeran,2011-09-09,258373,78,0.642,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,0.407,84.996,4,Sad
Hello,Hello,Adele,2015-10-23,295502,21,0.471,0.329,0.471,0.431,0.0,0.0854,-6.129,0.0342,0.289,157.98,4,Sad
The Great Alone,The Great Alone,Jack Be,2018-12-07,214873,39,0.521,0.657,0.521,0.765,0.0,0.117,-6.694,0.507,0.513,146.933,4,Sad
Sign of the Times,Sign of the Times,Harry Styles,2017-04-07,340706,73,0.518,0.0259,0.518,0.575,0.0,0.109,-4.616,0.0302,0.209,120.019,4,Sad
Issues,Nervous System,Julia Michaels,2017-07-28,176320,73,0.67,0.39,0.67,0.415,0.0,0.0617,-6.855,0.0786,0.445,114.212,4,Sad
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,171029,82,0.741,0.45,0.741,0.52,1.97e-06,0.222,-7.513,0.0656,0.347,102.998,4,Sad
Chasing Cars,Chasing Cars,Snow Patrol,2006-01-01,266346,63,0.556,0.214,0.556,0.595,8.33e-05,0.125,-4.51,0.0275,0.144,104.001,4,Sad
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,219535,77,0.468,0.919,0.468,0.19,0.0,0.107,-11.138,0.0373,0.326,125.319,4,Sad
Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,80,0.5,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,0.37,145.879,4,Sad
Bleeding Love,Spirit,Leona Lewis,2007,262466,78,0.638,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,0.225,104.036,4,Sad
A Drop In The Ocean,The Bedroom Demos,Ron Pope,2008-05-04,220239,72,0.447,0.785,0.447,0.393,0.0,0.28,-8.65,0.038,0.564,73.139,3,Sad
Halo,I AM...SASHA FIERCE,Beyoncé,2008-11-17,261640,78,0.508,0.272,0.508,0.72,0.0,0.0563,-5.908,0.0628,0.472,79.983,4,Sad
Creep,Pablo Honey,Radiohead,1993-02-22,238640,39,0.515,0.0102,0.515,0.43,0.000141,0.129,-9.935,0.0369,0.104,91.841,4,Sad
This Town,Flicker (Deluxe),Niall Horan,2017-10-20,232852,79,0.677,0.712,0.677,0.401,0.0,0.116,-8.467,0.0308,0.195,111.825,4,Sad
Saturday Nights,Suncity,Khalid,2018-10-18,210666,75,0.551,0.606,0.551,0.44,3.02e-05,0.11,-8.559,0.0985,0.341,167.923,4,Sad
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version),Various Artists,2013-01-01,236426,65,0.321,0.266,0.321,0.416,3.02e-05,0.106,-8.935,0.0343,0.151,114.594,4,Sad
Losin Control,Losin Control,Russ,2016-07-28,237506,60,0.759,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,0.209,96.992,4,Sad
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,160184,84,0.699,0.779,0.699,0.304,0.000993,0.137,-11.192,0.0993,0.271,119.705,4,Sad
Million Reasons,Joanne (Deluxe),Lady Gaga,2016-10-21,205280,78,0.666,0.494,0.666,0.423,0.0,0.106,-8.012,0.043,0.154,129.89,4,Sad
Stay,Unapologetic (Deluxe),Rihanna,2012-12-11,240706,77,0.621,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,0.125,111.893,4,Sad
Yellow,Parachutes,Coldplay,2000-07-10,266773,87,0.429,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,0.285,173.372,4,Sad
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-09-07,239000,83,0.258,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0.039,0.0967,180.043,4,Sad
When We Were Young,When We Were Young,Adele,2016-02-05,290900,18,0.377,0.303,0.377,0.595,0.0,0.095,-5.936,0.0489,0.264,144.464,4,Sad
Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,91,0.612,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,0.398,124.053,4,Sad
You Are The Reason,Only Human (Deluxe),Calum Scott,2018-03-09,204326,84,0.329,0.918,0.329,0.235,0.0,0.137,-7.699,0.0303,0.22,171.006,3,Sad
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [Remastered] (Remastered Version),Pink Floyd,1975-09-12,334743,72,0.481,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,0.375,122.883,4,Sad
Hurt,American IV: The Man Comes Around,Johnny Cash,2002-01-01,216533,77,0.534,0.649,0.534,0.392,0.000227,0.0948,-7.636,0.0267,0.163,90.379,4,Sad
Bad Day,Daniel Powter,Daniel Powter,2005-02-22,233640,77,0.599,0.448,0.599,0.785,0.00336,0.151,-4.013,0.0309,0.52,140.046,4,Sad
Naked,Naked,James Arthur,2017-11-24,234106,75,0.529,0.104,0.529,0.607,0.0,0.0631,-6.781,0.0574,0.238,101.966,4,Sad
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347525,75,0.618,0.204,0.618,0.793,0.0154,0.126,-5.711,0.0601,0.459,101.015,4,Sad
Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-11-30,217466,77,0.601,0.00987,0.601,0.794,1.36e-06,0.388,-5.844,0.0671,0.244,114.066,4,Sad
Saved,American Teen,Khalid,2017-04-27,206533,74,0.739,0.189,0.739,0.448,0.0,0.118,-10.28,0.138,0.553,81.044,4,Sad
idfc,deadroses,blackbear,2015-02-14,245172,80,0.63,0.611,0.63,0.5,4.04e-05,0.114,-8.755,0.0611,0.315,144.871,4,Sad
When You Love Someone,Chapters,James TW,2019-04-26,216560,79,0.681,0.263,0.681,0.453,0.0,0.0543,-6.09,0.0278,0.348,125.772,4,Sad
Impossible,James Arthur (Deluxe),James Arthur,2013-11-04,209440,80,0.376,0.135,0.376,0.695,0.0,0.11,-4.782,0.0933,0.302,169.533,4,Sad
So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,79,0.452,0.246,0.452,0.574,0.0,0.189,-8.336,0.31,0.58,92.791,4,Sad
Apologize,Dreaming Out Loud,OneRepublic,2007-01-01,208106,72,0.593,0.363,0.593,0.74,2.22e-05,0.102,-6.12,0.0339,0.502,118.008,4,Sad
Turning Tables,21,Adele,2011-01-19,250000,28,0.361,0.95,0.361,0.446,1.32e-05,0.132,-6.044,0.0281,0.212,155.542,4,Sad
I Will Follow You into the Dark,Plans,Death Cab for Cutie,2005-08-29,189400,66,0.581,0.923,0.581,0.163,0.0,0.118,-14.686,0.0447,0.475,77.748,4,Sad
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,80,0.523,0.512,0.523,0.606,0.0,0.106,-4.754,0.0301,0.065,145.837,4,Sad
One More Light,One More Light,Linkin Park,2017-05-19,255066,74,0.593,0.904,0.593,0.2,0.0,0.0897,-11.063,0.0311,0.17,83.966,4,Sad
The Funeral,Everything All The Time,Band of Horses,2006-03-21,322173,17,0.318,0.016,0.318,0.76,0.0,0.102,-6.115,0.0435,0.104,122.414,4,Sad
Holocene,Bon Iver,Bon Iver,2011-05-21,336613,24,0.379,0.942,0.379,0.306,0.323,0.123,-14.446,0.0305,0.157,147.902,4,Sad
Back To Black,Back To Black (Deluxe Edition),Amy Winehouse,2006,240440,0,0.49,0.123,0.49,0.725,2.68e-05,0.0983,-3.304,0.0392,0.335,123.28,4,Sad
Love is a Laserquest,Suck It and See,Arctic Monkeys,2011-06-06,191426,62,0.349,0.00197,0.349,0.662,0.908,0.136,-6.873,0.0402,0.554,169.926,4,Sad
Swim Good,Swim Good,Frank Ocean,2011-01-01,257186,0,0.613,0.00171,0.613,0.667,0.00361,0.0752,-8.517,0.0933,0.674,79.898,4,Sad
Eleanor Rigby - Remastered,Revolver (Remastered),The Beatles,1966-08-05,126533,0,0.581,0.936,0.581,0.28,1.56e-05,0.305,-9.091,0.0381,0.813,137.831,4,Sad
Street Spirit (Fade Out),The Best Of,Radiohead,2008-04-07,253853,0,0.488,0.314,0.488,0.453,0.691,0.179,-11.562,0.0304,0.129,138.077,4,Sad
This Is a Low,Blur: The Best Of,Blur,2000-10-23,300693,37,0.272,0.303,0.272,0.471,0.0012,0.1,-8.865,0.0302,0.374,169.999,4,Sad
Pictures Of You - Remastered,Disintegration (Deluxe Edition),The Cure,1989-05-02,448306,62,0.476,0.00325,0.476,0.764,0.112,0.138,-6.454,0.032,0.545,171.903,4,Sad
Do You Realize??,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,213173,65,0.464,0.006,0.464,0.797,0.000304,0.392,-5.244,0.0333,0.547,129.964,4,Sad
Pink Moon,Pink Moon,Nick Drake,1972-02-25,123173,0,0.655,0.85,0.655,0.255,0.122,0.136,-15.543,0.0429,0.446,82.569,4,Sad
Piledriver Waltz,Suck It and See,Arctic Monkeys,2011-06-06,203880,60,0.443,0.00724,0.443,0.865,0.000116,0.468,-4.547,0.0391,0.474,110.008,4,Sad
Candy Says,The Velvet Underground,The Velvet Underground,1969-03,243666,0,0.525,0.94,0.525,0.0632,0.763,0.105,-23.321,0.0305,0.24,79.273,4,Sad
Sorrow,High Violet,The National,2010-05-10,205213,5,0.55,0.172,0.55,0.74,0.659,0.0584,-8.83,0.0274,0.521,122.278,4,Sad
Needle In The Hay,Elliott Smith,Elliott Smith,1995-07-21,256760,0,0.563,0.219,0.563,0.196,0.018,0.118,-17.406,0.0412,0.306,116.019,4,Sad
Goodbye Kiss,Velociraptor!,Kasabian,2011-09-19,243960,54,0.615,0.0788,0.615,0.836,0.0,0.62,-4.648,0.0419,0.877,123.005,4,Sad
Black,Ten,Pearl Jam,1991,344200,0,0.38,0.323,0.38,0.534,0.0,0.153,-10.991,0.0274,0.229,77.333,4,Sad
All I Want,This Is Happening,LCD Soundsystem,2010-05-17,401440,44,0.53,0.0537,0.53,0.829,0.88,0.106,-7.014,0.0361,0.949,134.99,4,Sad
The Drugs Don't Work,Urban Hymns,The Verve,1997-09-29,305066,0,0.44,0.229,0.44,0.498,0.0,0.173,-9.788,0.0264,0.157,77.368,4,Sad
We Are Fine,Tramp,Sharon Van Etten,2012-02-07,229213,0,0.453,0.633,0.453,0.322,0.0062,0.0989,-8.677,0.029,0.0942,108.122,4,Sad
Hurt,The Legend Of Johnny Cash,Johnny Cash,2005-01-01,218586,0,0.514,0.827,0.514,0.292,0.00223,0.0926,-11.768,0.0291,0.157,90.459,4,Sad
The Needle and the Damage Done - 2009 Remaster,Harvest (2009 Remaster),Neil Young,1972-02-14,123186,59,0.591,0.855,0.591,0.221,0.0012,0.696,-18.296,0.0416,0.369,105.3,3,Sad
Glory Box,Dummy (Non UK Version),Portishead,1994-01-01,305560,0,0.494,0.182,0.494,0.417,0.494,0.0708,-10.013,0.0361,0.223,119.857,4,Sad
A Case Of You,Rhino Hi-Five: Joni Mitchell,Joni Mitchell,2005-10-18,265000,0,0.54,0.916,0.54,0.192,0.0,0.0979,-10.072,0.0301,0.619,100.694,4,Sad
People Ain't No Good - 2011 Remastered Version,The Boatman's Call (2011 Remastered Version),Nick Cave & The Bad Seeds,1997,342000,54,0.426,0.858,0.426,0.108,0.00793,0.119,-17.461,0.0378,0.226,120.069,3,Sad
Skinny Love,"For Emma, Forever Ago",Bon Iver,2007-07-08,238520,0,0.59,0.85,0.59,0.26,4.59e-06,0.117,-14.065,0.0484,0.112,77.118,4,Sad
The Sun Ain't Gonna Shine Anymore - Stereo Version,100 Essential Love Songs (Online version),Various Artists,2006-01-01,180893,0,0.458,0.0401,0.458,0.511,0.0,0.108,-10.072,0.0273,0.715,110.741,4,Sad
Laura,The Haunted Man,Bat For Lashes,2012-10-15,266493,51,0.459,0.922,0.459,0.187,0.0,0.0939,-9.326,0.0361,0.0625,96.983,4,Sad
Death To Everyone,I See A Darkness,Bonnie Prince Billy,1998-01-19,271333,32,0.382,0.475,0.382,0.136,0.00695,0.0815,-19.171,0.0341,0.383,155.969,4,Sad
Everyday Is Like Sunday - 2011 Remaster,Viva Hate (2011 Remaster),Morrissey,1988,215266,62,0.6,0.00345,0.6,0.869,0.441,0.311,-5.126,0.0302,0.56,117.064,4,Sad
Kettering,Hospice,The Antlers,2009-10-19,311240,0,0.307,0.976,0.307,0.162,0.712,0.0889,-13.974,0.0408,0.0837,138.779,4,Sad
"John Wayne Gacy, Jr.",Illinois,Sufjan Stevens,2005-07-05,199920,50,0.463,0.917,0.463,0.179,1.73e-05,0.12,-14.852,0.0402,0.183,80.747,4,Sad
Maps,Fever To Tell,Yeah Yeah Yeahs,2003-01-01,219760,2,0.523,0.000803,0.523,0.939,0.201,0.544,-5.972,0.0619,0.164,119.839,4,Sad
Everything Beautiful Is Far Away,Under The Western Freeway,Grandaddy,1997-10-21,313640,25,0.462,0.0404,0.462,0.484,0.00355,0.938,-9.798,0.033,0.212,116.441,4,Sad
Jolene,Jolene,Dolly Parton,1974-02-04,161533,75,0.674,0.566,0.674,0.537,0.0,0.131,-10.971,0.0363,0.809,110.578,4,Sad
Brick,Whatever And Ever Amen (Remastered Edition),Ben Folds Five,1997-03-18,271720,58,0.542,0.645,0.542,0.454,0.00279,0.15,-10.247,0.025,0.267,96.881,4,Sad
The Shadowlands,Love Is Hell,Ryan Adams,2004-01-01,318586,0,0.51,0.866,0.51,0.196,0.0289,0.0877,-11.279,0.0405,0.141,120.496,4,Sad
I Know It's Over - 2011 Remaster,The Queen Is Dead,The Smiths,1986-06-16,349186,63,0.407,0.0847,0.407,0.424,0.0,0.234,-10.583,0.0318,0.404,113.311,3,Sad
No Distance Left to Run,Blur: The Best Of,Blur,2000-10-23,208266,38,0.419,0.722,0.419,0.208,0.0318,0.108,-14.751,0.0339,0.108,148.07,3,Sad
Sad And Beautiful World,Vivadixiesubmarinetransmissionplot,Sparklehorse,1995-01-01,212840,33,0.593,0.0138,0.593,0.264,0.875,0.0816,-14.535,0.0271,0.207,68.506,4,Sad
The River,Greatest Hits,Bruce Springsteen,2009-06-01,301026,0,0.587,0.17,0.587,0.476,5.13e-06,0.32,-13.54,0.0321,0.558,117.465,4,Sad
Famous Blue Raincoat,The Best Of Leonard Cohen,Leonard Cohen,1975,306960,38,0.449,0.937,0.449,0.0192,0.000331,0.109,-27.12,0.0402,0.218,120.191,3,Sad
Nothing Compares 2 U,Pure Driving Rock,Various Artists,2008-06-16,280040,0,0.511,0.0425,0.511,0.574,2.33e-05,0.105,-7.016,0.0273,0.161,119.917,4,Sad
Nothing Gets Crossed Out,"LIFTED Or The Story Is In The Soil, Keep Your Ear To The Ground",Bright Eyes,2002-08-13,274506,31,0.41,0.0494,0.41,0.429,4.01e-06,0.146,-10.827,0.0272,0.222,95.368,4,Sad
How to Disappear Completely,Kid A (Collector's Edition),Radiohead,2000-10-02,356333,0,0.168,0.315,0.168,0.302,0.79,0.11,-11.645,0.0344,0.205,102.041,4,Sad
Shipbuilding - Remastered in 1998,EPs,Robert Wyatt,1999,184293,44,0.507,0.459,0.507,0.332,5.02e-06,0.308,-11.216,0.0381,0.117,143.458,3,Sad
Morning Theft,The Jeff Buckley Collection,Jeff Buckley,2010,217786,0,0.4,0.629,0.4,0.307,0.0,0.113,-10.454,0.0296,0.0658,101.06,3,Sad
Hope There's Someone,I Am A Bird Now,Antony and the Johnsons,2005,261200,11,0.294,0.979,0.294,0.184,0.0115,0.143,-10.421,0.0405,0.0812,141.245,1,Sad
Slow Life (with Victoria Legrand),The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Various Artists,2009-10-09,261200,35,0.488,0.199,0.488,0.513,0.0396,0.173,-7.469,0.0257,0.406,73.055,4,Sad
All That I Got Is You (featuring Tekitha),Ghostface Killah...Shaolin's Finest,Ghostface Killah,1996,205506,24,0.297,0.743,0.297,0.764,0.0,0.0945,-5.489,0.0844,0.635,173.997,4,Sad
Sad Song,Lou Reed Live,Lou Reed,1975-03-01,449800,16,0.224,0.399,0.224,0.335,0.861,0.791,-19.038,0.0384,0.271,154.889,4,Sad
This Is Our Lot,Two Dancers,Wild Beasts,2009-08-02,274360,0,0.555,0.00384,0.555,0.6,0.0332,0.0957,-8.439,0.0284,0.725,96.111,4,Sad
"The Harder They Come - From ""The Harder They Come"" Soundtrack",The Harder They Come (Remastered),Jimmy Cliff,1972-01-01,219906,0,0.679,0.632,0.679,0.575,0.0,0.165,-8.037,0.0717,0.79,102.588,4,Sad
Forever Autumn,Highlights from Jeff Wayne's Musical Version of The War of The Worlds,Jeff Wayne,1978-06-12,272613,43,0.354,0.465,0.354,0.488,8.23e-06,0.206,-6.576,0.0301,0.211,121.812,4,Sad
"Lookout, Lookout",Learning,Perfume Genius,2010-06-21,175520,0,0.33,0.989,0.33,0.245,0.233,0.143,-10.283,0.0338,0.161,128.442,3,Sad
Shame,Long Division,Low,1995-01-01,236840,22,0.36,0.774,0.36,0.0851,0.651,0.111,-17.091,0.0305,0.171,80.426,3,Sad
24,Down Colorful Hill,Red House Painters,1992-09-14,407866,0,0.456,0.354,0.456,0.15,0.322,0.0969,-17.084,0.0682,0.047,82.153,4,Sad
I Am the Cosmos,Keep An Eye On The Sky,Big Star,2009-09-14,222173,15,0.263,0.0551,0.263,0.802,0.0215,0.439,-4.195,0.0362,0.623,79.791,4,Sad
You're So Great,Blur,Blur,1997,215933,0,0.489,0.858,0.489,0.761,0.764,0.392,-7.372,0.0363,0.618,133.091,4,Sad
"True Love Waits - Live at Oslo Spektrum, Oslo, Norway, 9/9/2001",The Best Of,Radiohead,2008-04-07,304920,0,0.374,0.455,0.374,0.483,0.00298,0.689,-8.821,0.0367,0.0639,113.565,5,Sad
From A Late Night Train,Hats,The Blue Nile,1989-10-16,241826,0,0.235,0.925,0.235,0.0266,0.0854,0.104,-24.507,0.0354,0.0828,122.259,4,Sad
My Sympathy,God Is Saying This To You...,Kurt Vile,2010-03-01,150760,0,0.548,0.652,0.548,0.285,0.328,0.0775,-14.962,0.0315,0.299,107.287,4,Sad
Casimir Pulaski Day,Illinois,Sufjan Stevens,2005-07-04,353960,0,0.66,0.912,0.66,0.166,0.00105,0.283,-14.947,0.0456,0.578,133.939,4,Sad
Alone Again (Naturally),The Virgin Suicides - Original Soundtrack,The Virgin Suicides - Original Soundtrack,2000,218733,0,0.56,0.676,0.56,0.497,7.64e-05,0.146,-7.058,0.0342,0.557,171.778,4,Sad
Portlandtown,Darkness At Noon,A Hawk And A Hacksaw,2005-03-28,317400,0,0.406,0.983,0.406,0.447,0.93,0.073,-12.934,0.0438,0.139,124.964,4,Sad
Moonshiner,The High Lonesome Sound,Roscoe Holcomb,1998-01-20,120760,17,0.542,0.954,0.542,0.0198,0.0,0.203,-16.934,0.0544,0.386,87.598,3,Sad
Poke,The Midnight Organ Fight,Frightened Rabbit,2008,276346,0,0.388,0.917,0.388,0.287,9.23e-05,0.118,-11.491,0.0309,0.218,81.025,4,Sad
Fostercare,5: Five Years of Hyperdub,Various Artists,2009-10-05,332306,0,0.31,0.314,0.31,0.351,0.843,0.309,-14.818,0.262,0.178,80.079,5,Sad
So This Is Goodbye - Pink Ganter Remix,Derivatives,William Fitzsimmons,2010-05-04,305986,0,0.628,0.192,0.628,0.468,0.159,0.801,-11.408,0.0434,0.268,123.968,4,Sad
Have Fun,Blue Is The Colour,The Beautiful South,1996-01-01,283160,27,0.57,0.364,0.57,0.528,0.000132,0.106,-10.412,0.0241,0.644,103.08,4,Sad
Atmosphere,The Best Of,Joy Division,2008-03-20,250413,54,0.565,0.165,0.565,0.467,0.284,0.0808,-10.078,0.0303,0.426,120.17,4,Sad
Yesterday,"When Life Gives You Lemons, You Paint That Shit Gold (Deluxe Edition)",Atmosphere,2008-04-21,203720,0,0.862,0.509,0.862,0.53,0.0,0.0632,-5.544,0.262,0.781,91.941,4,Sad
Jed's Other Poem (Beautiful Ground),The Sophtware Slump,Grandaddy,2000-05-29,205106,0,0.299,0.732,0.299,0.183,0.311,0.274,-14.348,0.0386,0.0573,119.893,4,Sad
She Wanted to Leave (With Hidden Track),The Mollusk,Ween,1997-04-18,265546,38,0.325,0.64,0.325,0.66,0.148,0.161,-9.925,0.0757,0.152,148.475,3,Sad
No Return,The Beatific Visions,Brakes,2006-11-06,297560,0,0.144,0.493,0.144,0.283,0.0558,0.0889,-10.074,0.0343,0.121,171.38,4,Sad
